ObservedTimestamp,ObservedDate,ObservedTime,BookingDay,FareSource,Dep,Arr,Via,TravelDate,DepDay,CabinClass,Airline,FlightNo,DepartureTime,Depbucket,ArrivalTime,Duration,Fare,FareClass,FareLevel,NoOfStops,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude
2017-07-19 10:02:42,2017-07-19,10:02:42,Wednesday,1S,BOM,BLR,Direct,2017-07-20,Thursday,Economy,9W,7145,300,3~4,435,00:01:35,5966,Q,7,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 10:02:42,2017-07-19,10:02:42,Wednesday,1S,BOM,BLR,Direct,2017-07-20,Thursday,Economy,9W,483,1800,18~19,1940,00:01:40,6570,L,6,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 10:02:42,2017-07-19,10:02:42,Wednesday,1S,BOM,BLR,Direct,2017-07-20,Thursday,Economy,9W,477,2020,20~21,2200,00:01:40,7809,N,5,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 10:02:42,2017-07-19,10:02:42,Wednesday,1S,BOM,BLR,Direct,2017-07-20,Thursday,Economy,9W,7011,1840,18~19,2020,00:01:40,7809,N,5,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 10:02:37,2017-07-19,10:02:37,Wednesday,1S,BOM,BLR,Direct,2017-07-19,Wednesday,Economy,9W,483,1800,18~19,1940,00:01:40,6570,L,6,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 10:02:37,2017-07-19,10:02:37,Wednesday,1S,BOM,BLR,Direct,2017-07-19,Wednesday,Economy,9W,477,2020,20~21,2200,00:01:40,7809,N,5,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 10:02:37,2017-07-19,10:02:37,Wednesday,1S,BOM,BLR,Direct,2017-07-19,Wednesday,Economy,9W,7011,1840,18~19,2020,00:01:40,7809,N,5,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 10:02:36,2017-07-19,10:02:36,Wednesday,1S,BOM,BLR,Direct,2017-07-19,Wednesday,Economy,9W,495,2135,21~22,2310,00:01:35,5756,Q,7,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:03:33,2017-07-19,08:03:33,Wednesday,1S,BOM,BLR,Direct,2017-07-29,Saturday,Economy,9W,394,1330,13~14,1510,00:01:40,4759,K,9,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:03:33,2017-07-19,08:03:33,Wednesday,1S,BOM,BLR,Direct,2017-07-29,Saturday,Economy,9W,7011,1840,18~19,2020,00:01:40,4759,K,9,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:03:33,2017-07-19,08:03:33,Wednesday,1S,BOM,BLR,Direct,2017-07-29,Saturday,Economy,9W,495,2130,21~22,2305,00:01:35,4759,K,9,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:03:33,2017-07-19,08:03:33,Wednesday,1S,BOM,BLR,Direct,2017-07-29,Saturday,Economy,9W,483,1800,18~19,1940,00:01:40,4759,K,9,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:03:33,2017-07-19,08:03:33,Wednesday,1S,BOM,BLR,Direct,2017-07-29,Saturday,Economy,9W,415,1455,14~15,1635,00:01:40,4759,K,9,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:03:33,2017-07-19,08:03:33,Wednesday,1S,BOM,BLR,Direct,2017-07-29,Saturday,Economy,9W,413,1550,15~16,1730,00:01:40,4759,K,9,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:03:33,2017-07-19,08:03:33,Wednesday,1S,BOM,BLR,Direct,2017-07-29,Saturday,Economy,9W,411,630,6~7,815,00:01:45,4759,K,9,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:03:33,2017-07-19,08:03:33,Wednesday,1S,BOM,BLR,Direct,2017-07-29,Saturday,Economy,9W,397,840,8~9,1030,00:01:50,4759,K,9,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:03:33,2017-07-19,08:03:33,Wednesday,1S,BOM,BLR,Direct,2017-07-29,Saturday,Economy,9W,2056,1025,10~11,1205,00:01:40,4759,K,9,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:03:33,2017-07-19,08:03:33,Wednesday,1S,BOM,BLR,Direct,2017-07-29,Saturday,Economy,9W,7145,300,3~4,435,00:01:35,5704,S,8,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:03:26,2017-07-19,08:03:26,Wednesday,1S,BOM,BLR,Direct,2017-07-28,Friday,Economy,9W,413,1550,15~16,1730,00:01:40,4759,K,9,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:03:26,2017-07-19,08:03:26,Wednesday,1S,BOM,BLR,Direct,2017-07-28,Friday,Economy,9W,415,1455,14~15,1635,00:01:40,4759,K,9,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:03:26,2017-07-19,08:03:26,Wednesday,1S,BOM,BLR,Direct,2017-07-28,Friday,Economy,9W,2056,1025,10~11,1205,00:01:40,4759,K,9,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:03:26,2017-07-19,08:03:26,Wednesday,1S,BOM,BLR,Direct,2017-07-28,Friday,Economy,9W,7145,300,3~4,435,00:01:35,4969,K,9,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:03:26,2017-07-19,08:03:26,Wednesday,1S,BOM,BLR,Direct,2017-07-28,Friday,Economy,9W,483,1800,18~19,1940,00:01:40,5494,S,8,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:03:26,2017-07-19,08:03:26,Wednesday,1S,BOM,BLR,Direct,2017-07-28,Friday,Economy,9W,495,2130,21~22,2305,00:01:35,5494,S,8,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:03:26,2017-07-19,08:03:26,Wednesday,1S,BOM,BLR,Direct,2017-07-28,Friday,Economy,9W,7011,1840,18~19,2020,00:01:40,5756,Q,7,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:03:26,2017-07-19,08:03:26,Wednesday,1S,BOM,BLR,Direct,2017-07-28,Friday,Economy,9W,477,2020,20~21,2200,00:01:40,5756,Q,7,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:03:25,2017-07-19,08:03:25,Wednesday,1S,BOM,BLR,Direct,2017-07-28,Friday,Economy,9W,394,1330,13~14,1510,00:01:40,4759,K,9,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:03:25,2017-07-19,08:03:25,Wednesday,1S,BOM,BLR,Direct,2017-07-28,Friday,Economy,9W,397,840,8~9,1030,00:01:50,4759,K,9,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:03:25,2017-07-19,08:03:25,Wednesday,1S,BOM,BLR,Direct,2017-07-28,Friday,Economy,9W,411,630,6~7,815,00:01:45,4759,K,9,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:03:20,2017-07-19,08:03:20,Wednesday,1S,BOM,BLR,Direct,2017-07-27,Thursday,Economy,9W,397,840,8~9,1030,00:01:50,4759,K,9,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:03:20,2017-07-19,08:03:20,Wednesday,1S,BOM,BLR,Direct,2017-07-27,Thursday,Economy,9W,413,1550,15~16,1730,00:01:40,4759,K,9,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:03:20,2017-07-19,08:03:20,Wednesday,1S,BOM,BLR,Direct,2017-07-27,Thursday,Economy,9W,415,1455,14~15,1635,00:01:40,4759,K,9,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:03:20,2017-07-19,08:03:20,Wednesday,1S,BOM,BLR,Direct,2017-07-27,Thursday,Economy,9W,483,1800,18~19,1940,00:01:40,4759,K,9,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:03:20,2017-07-19,08:03:20,Wednesday,1S,BOM,BLR,Direct,2017-07-27,Thursday,Economy,9W,495,2130,21~22,2305,00:01:35,4759,K,9,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:03:20,2017-07-19,08:03:20,Wednesday,1S,BOM,BLR,Direct,2017-07-27,Thursday,Economy,9W,394,1330,13~14,1510,00:01:40,4759,K,9,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:03:20,2017-07-19,08:03:20,Wednesday,1S,BOM,BLR,Direct,2017-07-27,Thursday,Economy,9W,7178,1025,10~11,1205,00:01:40,4864,K,9,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:03:20,2017-07-19,08:03:20,Wednesday,1S,BOM,BLR,Direct,2017-07-27,Thursday,Economy,9W,7145,300,3~4,435,00:01:35,4969,K,9,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:03:20,2017-07-19,08:03:20,Wednesday,1S,BOM,BLR,Direct,2017-07-27,Thursday,Economy,9W,7011,1840,18~19,2020,00:01:40,5494,S,8,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:03:20,2017-07-19,08:03:20,Wednesday,1S,BOM,BLR,Direct,2017-07-27,Thursday,Economy,9W,477,2020,20~21,2200,00:01:40,5494,S,8,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:03:20,2017-07-19,08:03:20,Wednesday,1S,BOM,BLR,Direct,2017-07-27,Thursday,Economy,9W,411,630,6~7,815,00:01:45,5494,S,8,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:03:13,2017-07-19,08:03:13,Wednesday,1S,BOM,BLR,Direct,2017-07-26,Wednesday,Economy,9W,397,840,8~9,1030,00:01:50,5494,S,8,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:03:13,2017-07-19,08:03:13,Wednesday,1S,BOM,BLR,Direct,2017-07-26,Wednesday,Economy,9W,411,630,6~7,815,00:01:45,5494,S,8,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:03:13,2017-07-19,08:03:13,Wednesday,1S,BOM,BLR,Direct,2017-07-26,Wednesday,Economy,9W,413,1550,15~16,1730,00:01:40,5494,S,8,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:03:13,2017-07-19,08:03:13,Wednesday,1S,BOM,BLR,Direct,2017-07-26,Wednesday,Economy,9W,415,1455,14~15,1635,00:01:40,5494,S,8,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:03:13,2017-07-19,08:03:13,Wednesday,1S,BOM,BLR,Direct,2017-07-26,Wednesday,Economy,9W,477,2020,20~21,2200,00:01:40,5494,S,8,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:03:13,2017-07-19,08:03:13,Wednesday,1S,BOM,BLR,Direct,2017-07-26,Wednesday,Economy,9W,483,1800,18~19,1940,00:01:40,5494,S,8,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:03:13,2017-07-19,08:03:13,Wednesday,1S,BOM,BLR,Direct,2017-07-26,Wednesday,Economy,9W,495,2130,21~22,2305,00:01:35,5494,S,8,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:03:13,2017-07-19,08:03:13,Wednesday,1S,BOM,BLR,Direct,2017-07-26,Wednesday,Economy,9W,7011,1840,18~19,2020,00:01:40,5494,S,8,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:03:13,2017-07-19,08:03:13,Wednesday,1S,BOM,BLR,Direct,2017-07-26,Wednesday,Economy,9W,394,1330,13~14,1510,00:01:40,5494,S,8,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:03:13,2017-07-19,08:03:13,Wednesday,1S,BOM,BLR,Direct,2017-07-26,Wednesday,Economy,9W,7178,1025,10~11,1205,00:01:40,5599,S,8,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:03:13,2017-07-19,08:03:13,Wednesday,1S,BOM,BLR,Direct,2017-07-26,Wednesday,Economy,9W,7145,300,3~4,435,00:01:35,5704,S,8,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:03:07,2017-07-19,08:03:07,Wednesday,1S,BOM,BLR,Direct,2017-07-25,Tuesday,Economy,9W,477,2020,20~21,2200,00:01:40,5756,Q,7,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:03:07,2017-07-19,08:03:07,Wednesday,1S,BOM,BLR,Direct,2017-07-25,Tuesday,Economy,9W,411,630,6~7,815,00:01:45,5756,Q,7,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:03:06,2017-07-19,08:03:06,Wednesday,1S,BOM,BLR,Direct,2017-07-25,Tuesday,Economy,9W,397,840,8~9,1030,00:01:50,5494,S,8,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:03:06,2017-07-19,08:03:06,Wednesday,1S,BOM,BLR,Direct,2017-07-25,Tuesday,Economy,9W,7011,1840,18~19,2020,00:01:40,5494,S,8,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:03:06,2017-07-19,08:03:06,Wednesday,1S,BOM,BLR,Direct,2017-07-25,Tuesday,Economy,9W,495,2130,21~22,2305,00:01:35,5494,S,8,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:03:06,2017-07-19,08:03:06,Wednesday,1S,BOM,BLR,Direct,2017-07-25,Tuesday,Economy,9W,483,1800,18~19,1940,00:01:40,5494,S,8,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:03:06,2017-07-19,08:03:06,Wednesday,1S,BOM,BLR,Direct,2017-07-25,Tuesday,Economy,9W,415,1455,14~15,1635,00:01:40,5494,S,8,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:03:06,2017-07-19,08:03:06,Wednesday,1S,BOM,BLR,Direct,2017-07-25,Tuesday,Economy,9W,413,1550,15~16,1730,00:01:40,5494,S,8,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:03:06,2017-07-19,08:03:06,Wednesday,1S,BOM,BLR,Direct,2017-07-25,Tuesday,Economy,9W,394,1340,13~14,1520,00:01:40,5494,S,8,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:03:06,2017-07-19,08:03:06,Wednesday,1S,BOM,BLR,Direct,2017-07-25,Tuesday,Economy,9W,7178,950,9~10,1130,00:01:40,5599,S,8,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:03:06,2017-07-19,08:03:06,Wednesday,1S,BOM,BLR,Direct,2017-07-25,Tuesday,Economy,9W,7145,300,3~4,435,00:01:35,5704,S,8,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:02:59,2017-07-19,08:02:59,Wednesday,1S,BOM,BLR,Direct,2017-07-24,Monday,Economy,9W,7178,1025,10~11,1205,00:01:40,5861,Q,7,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:02:59,2017-07-19,08:02:59,Wednesday,1S,BOM,BLR,Direct,2017-07-24,Monday,Economy,9W,7145,300,3~4,435,00:01:35,7095,L,6,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:02:59,2017-07-19,08:02:59,Wednesday,1S,BOM,BLR,Direct,2017-07-24,Monday,Economy,9W,397,840,8~9,1030,00:01:50,7809,N,5,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:02:59,2017-07-19,08:02:59,Wednesday,1S,BOM,BLR,Direct,2017-07-24,Monday,Economy,9W,411,630,6~7,815,00:01:45,14340,T,3,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:02:58,2017-07-19,08:02:58,Wednesday,1S,BOM,BLR,Direct,2017-07-24,Monday,Economy,9W,394,1330,13~14,1510,00:01:40,5494,S,8,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:02:58,2017-07-19,08:02:58,Wednesday,1S,BOM,BLR,Direct,2017-07-24,Monday,Economy,9W,413,1550,15~16,1730,00:01:40,5494,S,8,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:02:58,2017-07-19,08:02:58,Wednesday,1S,BOM,BLR,Direct,2017-07-24,Monday,Economy,9W,415,1455,14~15,1635,00:01:40,5494,S,8,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:02:58,2017-07-19,08:02:58,Wednesday,1S,BOM,BLR,Direct,2017-07-24,Monday,Economy,9W,477,2020,20~21,2200,00:01:40,5494,S,8,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:02:58,2017-07-19,08:02:58,Wednesday,1S,BOM,BLR,Direct,2017-07-24,Monday,Economy,9W,483,1800,18~19,1940,00:01:40,5494,S,8,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:02:58,2017-07-19,08:02:58,Wednesday,1S,BOM,BLR,Direct,2017-07-24,Monday,Economy,9W,495,2130,21~22,2305,00:01:35,5494,S,8,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:02:58,2017-07-19,08:02:58,Wednesday,1S,BOM,BLR,Direct,2017-07-24,Monday,Economy,9W,7011,1840,18~19,2020,00:01:40,5494,S,8,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:02:54,2017-07-19,08:02:54,Wednesday,1S,BOM,BLR,Direct,2017-07-23,Sunday,Economy,9W,413,1550,15~16,1730,00:01:40,6570,L,6,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:02:53,2017-07-19,08:02:53,Wednesday,1S,BOM,BLR,Direct,2017-07-23,Sunday,Economy,9W,397,840,8~9,1030,00:01:50,5494,S,8,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:02:53,2017-07-19,08:02:53,Wednesday,1S,BOM,BLR,Direct,2017-07-23,Sunday,Economy,9W,411,630,6~7,815,00:01:45,5494,S,8,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:02:53,2017-07-19,08:02:53,Wednesday,1S,BOM,BLR,Direct,2017-07-23,Sunday,Economy,9W,415,1500,15~16,1640,00:01:40,5494,S,8,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:02:53,2017-07-19,08:02:53,Wednesday,1S,BOM,BLR,Direct,2017-07-23,Sunday,Economy,9W,495,2130,21~22,2305,00:01:35,5494,S,8,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:02:53,2017-07-19,08:02:53,Wednesday,1S,BOM,BLR,Direct,2017-07-23,Sunday,Economy,9W,7178,1025,10~11,1205,00:01:40,5494,S,8,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:02:53,2017-07-19,08:02:53,Wednesday,1S,BOM,BLR,Direct,2017-07-23,Sunday,Economy,9W,394,1330,13~14,1510,00:01:40,5494,S,8,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:02:53,2017-07-19,08:02:53,Wednesday,1S,BOM,BLR,Direct,2017-07-23,Sunday,Economy,9W,7145,300,3~4,435,00:01:35,5704,S,8,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:02:53,2017-07-19,08:02:53,Wednesday,1S,BOM,BLR,Direct,2017-07-23,Sunday,Economy,9W,7011,1840,18~19,2020,00:01:40,5756,Q,7,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:02:53,2017-07-19,08:02:53,Wednesday,1S,BOM,BLR,Direct,2017-07-23,Sunday,Economy,9W,483,1800,18~19,1940,00:01:40,5756,Q,7,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:02:53,2017-07-19,08:02:53,Wednesday,1S,BOM,BLR,Direct,2017-07-23,Sunday,Economy,9W,477,2020,20~21,2200,00:01:40,5756,Q,7,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:02:48,2017-07-19,08:02:48,Wednesday,1S,BOM,BLR,Direct,2017-07-22,Saturday,Economy,9W,397,840,8~9,1030,00:01:50,5756,Q,7,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:02:48,2017-07-19,08:02:48,Wednesday,1S,BOM,BLR,Direct,2017-07-22,Saturday,Economy,9W,411,630,6~7,815,00:01:45,5756,Q,7,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:02:48,2017-07-19,08:02:48,Wednesday,1S,BOM,BLR,Direct,2017-07-22,Saturday,Economy,9W,413,1550,15~16,1730,00:01:40,5756,Q,7,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:02:48,2017-07-19,08:02:48,Wednesday,1S,BOM,BLR,Direct,2017-07-22,Saturday,Economy,9W,415,1455,14~15,1635,00:01:40,5756,Q,7,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:02:48,2017-07-19,08:02:48,Wednesday,1S,BOM,BLR,Direct,2017-07-22,Saturday,Economy,9W,483,1800,18~19,1940,00:01:40,5756,Q,7,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:02:48,2017-07-19,08:02:48,Wednesday,1S,BOM,BLR,Direct,2017-07-22,Saturday,Economy,9W,495,2130,21~22,2305,00:01:35,5756,Q,7,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:02:48,2017-07-19,08:02:48,Wednesday,1S,BOM,BLR,Direct,2017-07-22,Saturday,Economy,9W,7011,1840,18~19,2020,00:01:40,5756,Q,7,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:02:48,2017-07-19,08:02:48,Wednesday,1S,BOM,BLR,Direct,2017-07-22,Saturday,Economy,9W,394,1330,13~14,1510,00:01:40,5756,Q,7,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:02:48,2017-07-19,08:02:48,Wednesday,1S,BOM,BLR,Direct,2017-07-22,Saturday,Economy,9W,7178,1025,10~11,1205,00:01:40,5756,Q,7,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:02:48,2017-07-19,08:02:48,Wednesday,1S,BOM,BLR,Direct,2017-07-22,Saturday,Economy,9W,7145,300,3~4,435,00:01:35,5966,Q,7,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:02:42,2017-07-19,08:02:42,Wednesday,1S,BOM,BLR,Direct,2017-07-21,Friday,Economy,9W,394,1330,13~14,1510,00:01:40,5756,Q,7,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:02:42,2017-07-19,08:02:42,Wednesday,1S,BOM,BLR,Direct,2017-07-21,Friday,Economy,9W,7178,1025,10~11,1205,00:01:40,5861,Q,7,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:02:42,2017-07-19,08:02:42,Wednesday,1S,BOM,BLR,Direct,2017-07-21,Friday,Economy,9W,7145,300,3~4,435,00:01:35,5966,Q,7,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:02:42,2017-07-19,08:02:42,Wednesday,1S,BOM,BLR,Direct,2017-07-21,Friday,Economy,9W,483,1800,18~19,1940,00:01:40,14025,T,3,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:02:42,2017-07-19,08:02:42,Wednesday,1S,BOM,BLR,Direct,2017-07-21,Friday,Economy,9W,7011,1840,18~19,2020,00:01:40,18855,M,2,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:02:42,2017-07-19,08:02:42,Wednesday,1S,BOM,BLR,Direct,2017-07-21,Friday,Economy,9W,495,2130,21~22,2305,00:01:35,18855,M,2,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:02:42,2017-07-19,08:02:42,Wednesday,1S,BOM,BLR,Direct,2017-07-21,Friday,Economy,9W,477,2020,20~21,2200,00:01:40,18855,M,2,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:02:41,2017-07-19,08:02:41,Wednesday,1S,BOM,BLR,Direct,2017-07-21,Friday,Economy,9W,397,840,8~9,1030,00:01:50,5756,Q,7,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:02:41,2017-07-19,08:02:41,Wednesday,1S,BOM,BLR,Direct,2017-07-21,Friday,Economy,9W,413,1550,15~16,1730,00:01:40,5756,Q,7,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:02:41,2017-07-19,08:02:41,Wednesday,1S,BOM,BLR,Direct,2017-07-21,Friday,Economy,9W,415,1455,14~15,1635,00:01:40,5756,Q,7,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:02:37,2017-07-19,08:02:37,Wednesday,1S,BOM,BLR,Direct,2017-07-20,Thursday,Economy,9W,415,1455,14~15,1635,00:01:40,5756,Q,7,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:02:37,2017-07-19,08:02:37,Wednesday,1S,BOM,BLR,Direct,2017-07-20,Thursday,Economy,9W,495,2130,21~22,2305,00:01:35,5756,Q,7,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:02:37,2017-07-19,08:02:37,Wednesday,1S,BOM,BLR,Direct,2017-07-20,Thursday,Economy,9W,7178,1025,10~11,1205,00:01:40,5861,Q,7,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:02:37,2017-07-19,08:02:37,Wednesday,1S,BOM,BLR,Direct,2017-07-20,Thursday,Economy,9W,7145,300,3~4,435,00:01:35,5966,Q,7,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:02:37,2017-07-19,08:02:37,Wednesday,1S,BOM,BLR,Direct,2017-07-20,Thursday,Economy,9W,397,840,8~9,1030,00:01:50,6570,L,6,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:02:37,2017-07-19,08:02:37,Wednesday,1S,BOM,BLR,Direct,2017-07-20,Thursday,Economy,9W,483,1800,18~19,1940,00:01:40,6570,L,6,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:02:37,2017-07-19,08:02:37,Wednesday,1S,BOM,BLR,Direct,2017-07-20,Thursday,Economy,9W,7011,1840,18~19,2020,00:01:40,7809,N,5,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:02:37,2017-07-19,08:02:37,Wednesday,1S,BOM,BLR,Direct,2017-07-20,Thursday,Economy,9W,477,2020,20~21,2200,00:01:40,10613,U,4,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:02:37,2017-07-19,08:02:37,Wednesday,1S,BOM,BLR,Direct,2017-07-20,Thursday,Economy,9W,411,630,6~7,815,00:01:45,18855,M,2,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:02:36,2017-07-19,08:02:36,Wednesday,1S,BOM,BLR,Direct,2017-07-20,Thursday,Economy,9W,394,1330,13~14,1510,00:01:40,5756,Q,7,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:02:36,2017-07-19,08:02:36,Wednesday,1S,BOM,BLR,Direct,2017-07-20,Thursday,Economy,9W,413,1550,15~16,1730,00:01:40,5756,Q,7,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:02:31,2017-07-19,08:02:31,Wednesday,1S,BOM,BLR,Direct,2017-07-19,Wednesday,Economy,9W,413,1550,15~16,1730,00:01:40,5756,Q,7,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:02:31,2017-07-19,08:02:31,Wednesday,1S,BOM,BLR,Direct,2017-07-19,Wednesday,Economy,9W,415,1455,14~15,1635,00:01:40,5756,Q,7,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:02:31,2017-07-19,08:02:31,Wednesday,1S,BOM,BLR,Direct,2017-07-19,Wednesday,Economy,9W,495,2135,21~22,2310,00:01:35,5756,Q,7,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:02:31,2017-07-19,08:02:31,Wednesday,1S,BOM,BLR,Direct,2017-07-19,Wednesday,Economy,9W,483,1800,18~19,1940,00:01:40,6570,L,6,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:02:31,2017-07-19,08:02:31,Wednesday,1S,BOM,BLR,Direct,2017-07-19,Wednesday,Economy,9W,7011,1840,18~19,2020,00:01:40,6570,L,6,0,72.874245,19.097403,77.580643,12.972442
2017-07-19 08:02:31,2017-07-19,08:02:31,Wednesday,1S,BOM,BLR,Direct,2017-07-19,Wednesday,Economy,9W,477,2020,20~21,2200,00:01:40,7809,N,5,0,72.874245,19.097403,77.580643,12.972442
2017-07-18 10:03:28,2017-07-18,10:03:28,Tuesday,1S,BOM,BLR,Direct,2017-07-28,Friday,Economy,9W,7011,1840,18~19,2020,00:01:40,5756,Q,7,0,72.874245,19.097403,77.580643,12.972442
